"id","deviceid","timestamp","incidentid","type","location","status","description"
f72e5768-942d-4dc5-a5a3-54629282878e,Vehicle-Charmi-123,2024-10-29 21:50:06.067,"15d6a02e-62e0-4d88-86c1-a18d343f98a9",Fire,"[55.82855159685763,-7.90487111142991]",Resolved,Description of the incident
ea4fa7db-59f9-4ac3-96fd-0d43da634006,Vehicle-Charmi-123,2024-10-29 21:29:16.067,"4bc77e2a-6e38-49ff-bf72-42497a9987bd",Medical,"[55.553472907827555,-7.409293583651198]",Resolved,Description of the incident
"2fb62175-706e-456e-a495-a17444c13061",Vehicle-Charmi-123,2024-10-29 21:29:48.067,"8d64c81c-4222-405b-8351-2afa9bdbc55e",Fire,"[55.563470747842366,-7.427148086234599]",Active,Description of the incident
"742488b4-3a85-4def-b0c9-18205b271f51",Vehicle-Charmi-123,2024-10-29 21:30:33.067,eba60ad4-61d7-468c-8fc5-db6c42f82957,Accident,"[55.57320252193536,-7.445249151459969]",Active,Description of the incident
"8226a75b-f46e-4f61-a91c-bf6c5932c5ee",Vehicle-Charmi-123,2024-10-29 21:31:15.067,e4fda306-5738-4322-9619-60a1221709c3,Accident,"[55.582695709045396,-7.4633385989230385]",Active,Description of the incident
cbeacaef-d61c-42bd-806a-e5c5a5b0500f,Vehicle-Charmi-123,2024-10-29 21:31:54.067,"1f7d2dbb-2817-46c7-ae2c-b9f2ecc41859",Police,"[55.5925042867575,-7.480805614636361]",Active,Description of the incident
"5e9709c4-7aa5-437b-afab-f496f111776e",Vehicle-Charmi-123,2024-10-29 21:32:27.067,cc9fa17c-198d-4b95-8cd1-61a85c48f0e8,Medical,"[55.602064940964176,-7.498774118621575]",Active,Description of the incident
"1f6f1a55-03d3-489e-852d-f2b1acac7e06",Vehicle-Charmi-123,2024-10-29 21:33:25.067,ac9dc09e-3be8-450f-8633-4dacb7460954,Police,"[55.61152421593965,-7.516588741061874]",Active,Description of the incident
"7bbb90b4-8cce-4b8e-b22a-a28532f74362",Vehicle-Charmi-123,2024-10-29 21:34:15.067,ebe3b1e8-ea8b-4435-9970-1633579d0d9e,Accident,"[55.62151689353333,-7.533823465167286]",Resolved,Description of the incident
"406876a2-58d6-400a-b67d-104ac60a01e6",Vehicle-Charmi-123,2024-10-29 21:35:10.067,"34e136dc-f00d-4fda-b78f-60f80d6298f2",Medical,"[55.63137268283559,-7.551856548992957]",Resolved,Description of the incident
e82b1f24-34c4-40d7-b821-b4f5fff9af58,Vehicle-Charmi-123,2024-10-29 21:36:01.067,"48580ce2-1e3a-4f27-bd77-1d8040ab5190",Fire,"[55.64105275975395,-7.569282934371874]",Resolved,Description of the incident
"2d133d03-01c3-4f50-9e0c-195f52583e51",Vehicle-Charmi-123,2024-10-29 21:36:35.067,fdedaa6f-00c5-4ac2-8789-64e21076bf5c,Police,"[55.65110870126871,-7.586804494140441]",Resolved,Description of the incident
d1b5a3a9-1427-42b9-bdb1-a8429d8207c5,Vehicle-Charmi-123,2024-10-29 21:37:10.067,e39c7b83-67da-444b-b6c7-442006bb9f52,Fire,"[55.6606352765605,-7.604686803079392]",Active,Description of the incident
"985c840f-6de7-487a-ad33-f8c88ffe229b",Vehicle-Charmi-123,2024-10-29 21:38:09.067,"4ab7c1af-53bb-468c-a790-da5e663548cb",Police,"[55.67058588881743,-7.6227349086768035]",Active,Description of the incident
e2e9ac14-96b7-4409-8ca2-5b7354dfe8bc,Vehicle-Charmi-123,2024-10-29 21:38:58.067,f7e10996-7027-45fd-b665-1f2ec785aa77,Accident,"[55.68047214799902,-7.640175399994865]",Active,Description of the incident
d5a3da68-fa5f-4e35-92f0-22383a3ff4ee,Vehicle-Charmi-123,2024-10-29 21:39:37.067,"6a71ce05-6ae3-4866-9af9-a55bbf447df5",Police,"[55.69042102939279,-7.657848425574591]",Resolved,Description of the incident
"4112e1e2-42c2-43f3-ab6b-f3a06e583727",Vehicle-Charmi-123,2024-10-29 21:40:26.067,"9743f9ab-1733-4204-849f-ace53debf9bc",None,"[55.70069931864943,-7.675391698596765]",Resolved,Description of the incident
"6b5d9104-9d46-4d52-95c5-38a571700d34",Vehicle-Charmi-123,2024-10-29 21:40:56.067,cf0c54ae-15ab-45d3-9bb8-1b4c5791d43a,Fire,"[55.71009701696634,-7.693235489350415]",Resolved,Description of the incident
bdeeb646-b60a-4566-9070-6d369eab7c32,Vehicle-Charmi-123,2024-10-29 20:55:55.067,a4d1fb13-59d5-4cea-bea7-a9fd120108c1,Fire,"[55.123035360672965,-6.631633229045698]",Active,Description of the incident
aef29385-a029-4219-b8b9-46bc35ca4cac,Vehicle-Charmi-123,2024-10-29 20:56:40.067,"05ca6b9f-7629-47fd-9a2e-e35cf74ee23d",Medical,"[55.13319685345055,-6.649557150017009]",Active,Description of the incident
d9b6afa1-30d1-49af-8fee-dd6dbd4a6b9a,Vehicle-Charmi-123,2024-10-29 20:57:39.067,adf3ab54-4129-4d6f-9b4a-58f410530b74,Police,"[55.143090807074785,-6.667612276056059]",Resolved,Description of the incident
"84519a18-b4ae-42f6-ac06-404796133bf1",Vehicle-Charmi-123,2024-10-29 20:58:28.067,"57406573-8efd-42f0-ac12-976db8ccedf9",Fire,"[55.15317305665192,-6.6856799760316115]",Resolved,Description of the incident
"077d5c6b-1b40-4978-a16d-2e030d2d3655",Vehicle-Charmi-123,2024-10-29 20:59:05.067,"31bfae80-761b-4022-b76f-b2b1cd1e660a",Police,"[55.16265051706503,-6.703279784009817]",Active,Description of the incident
"8df7cd45-ebdc-4cc4-88c6-2082144e49ad",Vehicle-Charmi-123,2024-10-29 20:59:47.067,"3130b453-56e5-4d12-b1f7-fea9d6efa33c",Medical,"[55.172105326383935,-6.721225387471217]",Resolved,Description of the incident
d3ae7671-a27b-4a73-b198-465950ea3454,Vehicle-Charmi-123,2024-10-29 20:45:08.067,"88ab40f6-90d6-4b6c-ae30-3f4221ea2e27",Police,"[54.977575318133816,-6.367208169747635]",Resolved,Description of the incident
"533ee8c2-8dbb-4614-b6ad-772282f40683",Vehicle-Charmi-123,2024-10-29 20:45:45.067,"063bc17a-2e62-4d54-bcdf-2540a2fa386e",Fire,"[54.98777224128551,-6.384852518064933]",Resolved,Description of the incident
"94abca71-788c-4543-94ea-170c28080b75",Vehicle-Charmi-123,2024-10-29 20:46:37.067,"52f3116d-5a60-450a-abdd-93fddcc03949",None,"[54.99734700353401,-6.40244341917689]",Resolved,Description of the incident
"9ad44359-b057-43cd-bf60-e2e30af8f65f",Vehicle-Charmi-123,2024-10-29 20:47:20.067,"61f5f0bb-48f5-4408-a07b-bdc9cdb7be63",None,"[55.006823574513334,-6.4196872571084]",Resolved,Description of the incident
b142ab96-656a-4f4c-918c-1e4d4c3be325,Vehicle-Charmi-123,2024-10-29 20:48:15.067,"288cd709-e792-4f33-afe1-d1893896b476",None,"[55.01639625136801,-6.437070330216269]",Resolved,Description of the incident
"98305a85-a5e4-42f1-8a84-06478e35197a",Vehicle-Charmi-123,2024-10-29 21:06:55.067,baedaa9b-bc12-48b2-a1e3-3b6a99517136,Medical,"[55.26905023034897,-6.898565603783398]",Active,Description of the incident
"236132d4-32d2-4c88-a089-b0b998013218",Vehicle-Charmi-123,2024-10-29 21:07:34.067,c194b9cb-bd1a-4d5f-a5ad-687882b51e9f,Fire,"[55.27868150172139,-6.9158873230097635]",Active,Description of the incident
"2d82f8e4-808a-46ba-a96d-3435cad0a045",Vehicle-Charmi-123,2024-10-29 21:08:20.067,"2d8c5b07-b5fc-443f-b359-50b131130485",Medical,"[55.28834610839128,-6.933107282723762]",Resolved,Description of the incident
fcf1e145-7915-4479-9b8c-c5f08228e442,Vehicle-Charmi-123,2024-10-29 21:09:17.067,"61328617-fd9a-4169-80d8-076fdeaf7b23",Fire,"[55.29849839066484,-6.951214204399828]",Resolved,Description of the incident
"898f53d8-f159-4435-ba84-3f4c1022e840",Vehicle-Charmi-123,2024-10-29 21:09:48.067,"128080de-152c-4621-a21c-236f3b5c3a80",Medical,"[55.30834707820625,-6.968627735209308]",Active,Description of the incident
cc1d8bef-09ff-4dde-92ed-964d31c77219,Vehicle-Charmi-123,2024-10-29 21:10:26.067,"7437ad65-d799-4a41-a5e7-ed55253eee20",Police,"[55.3186310726175,-6.985775147384447]",Active,Description of the incident
c2359d0d-6efd-4a20-8589-c84566d0925c,Vehicle-Charmi-123,2024-10-29 21:11:26.067,"0fc45377-f623-403a-b09b-cc0003824e67",Medical,"[55.328006867634635,-7.003518940262593]",Resolved,Description of the incident
cfde61f4-661c-4095-b1da-cfbe19b1fb04,Vehicle-Charmi-123,2024-10-29 21:12:00.067,"23de1dba-7548-41e5-a799-dbe300498e40",Fire,"[55.337837101385844,-7.021438182987931]",Active,Description of the incident
"8a1bc86a-bef7-484c-8026-aea07930fac2",Vehicle-Charmi-123,2024-10-29 21:13:00.067,"2b905d63-0dac-46e0-92ac-5912c0a6f225",Police,"[55.34744259759669,-7.039006842689838]",Resolved,Description of the incident
"0f761366-f8e5-4753-86b3-6d40287097aa",Vehicle-Charmi-123,2024-10-29 21:13:58.067,"5441f9ef-95c6-41ec-9b55-6559dd45776b",Medical,"[55.35717360208374,-7.056199074165447]",Active,Description of the incident
"9eebaaf7-f218-4f96-9d08-cefaff8b0ae4",Vehicle-Charmi-123,2024-10-29 21:14:28.067,f3699cee-d080-4f5b-953d-67eb1bc8446f,Fire,"[55.367057962776364,-7.074094161787855]",Active,Description of the incident
"5f67a31c-a3ac-49a1-ade6-0b29d0bbfd8d",Vehicle-Charmi-123,2024-10-29 21:15:22.067,"7f968c9e-3c3b-4c77-96f0-6f98dc2eb623",Police,"[55.37653922260584,-7.092187932234627]",Resolved,Description of the incident
"70580da3-df40-4091-a8a5-023a07e32490",Vehicle-Charmi-123,2024-10-29 21:16:20.067,a772088e-2745-4cd1-a452-6545c41fe887,None,"[55.38651508530998,-7.109447157329471]",Active,Description of the incident
fea2bd01-737f-4351-b0c7-bad7a5e2e49f,Vehicle-Charmi-123,2024-10-29 21:50:46.067,a171c060-3436-4376-8648-2d39ff344aea,Medical,"[55.83851731501786,-7.922003896582912]",Resolved,Description of the incident
"280b7d63-186c-4f9b-adb0-b833d7773133",Vehicle-Charmi-123,2024-10-29 21:51:18.067,"67dccc36-c260-415c-96df-9a291d50daaa",None,"[55.84799839454931,-7.9401061961100545]",Active,Description of the incident
e9e967f2-21fe-4989-b6a2-d081b56a646d,Vehicle-Charmi-123,2024-10-29 21:52:08.067,"365a0636-5f65-4f05-acc6-eb242f3098cb",Medical,"[55.857662352989436,-7.957468338343815]",Resolved,Description of the incident
"7832b815-0c41-435d-83ee-4e681d162a49",Vehicle-Charmi-123,2024-10-29 21:53:02.067,c30d3dec-6f20-45e6-a70a-6e4d7856924d,Medical,"[55.867642574481245,-7.9749267591416855]",Active,Description of the incident
c89b55e7-c2b0-41cb-bed6-feeab39389a5,Vehicle-Charmi-123,2024-10-29 21:54:01.067,"6415caf7-2382-487f-b42d-db51b1a6990b",Police,"[55.87737114931402,-7.99256103735528]",Resolved,Description of the incident
"86d225e5-7bd6-40ce-84e9-15bc353d01c9",Vehicle-Charmi-123,2024-10-29 21:54:49.067,bb44de62-31cd-4cd1-a982-b855da53792e,Medical,"[55.886762436429976,-8.010614117851901]",Active,Description of the incident
"1436cd0b-bb7b-4015-b467-8641bf5f42c3",Vehicle-Charmi-123,2024-10-29 21:55:37.067,"0cf93616-3304-4f3b-a6bb-236621499246",None,"[55.89675049162931,-8.027835500308447]",Active,Description of the incident
"0c4e0a23-c0f9-4675-872d-0338933bad71",Vehicle-Charmi-123,2024-10-29 21:56:33.067,"8986badf-412b-4f6e-ae01-3c9742e3a40f",Accident,"[55.906041798989605,-8.04500734496252]",Resolved,Description of the incident
cd86662a-ae75-48df-9a20-664df7283761,Vehicle-Charmi-123,2024-10-29 21:57:05.067,b71bcf94-00f8-4cd1-ab6e-02eb9ea96377,Police,"[55.915864425286166,-8.06217241944052]",Active,Description of the incident
"3dbb46ae-2d3b-4836-8498-213243b67856",Vehicle-Charmi-123,2024-10-29 21:57:37.067,"7aa486d6-d06d-49f7-8d71-6427b688b0fc",Accident,"[55.92578304234362,-8.07993915831902]",Resolved,Description of the incident
"4551323a-7bf8-4c18-919a-eb100cb75e31",Vehicle-Charmi-123,2024-10-29 21:58:32.067,"1d4e2ff9-d14c-4453-b61c-9675ac199d43",None,"[55.935570726495136,-8.097100204473024]",Resolved,Description of the incident
ee16d6a5-f418-4610-b71d-13497cccf78d,Vehicle-Charmi-123,2024-10-29 21:59:19.067,"8a0931ec-d537-4747-a4da-7d0a12ed6489",None,"[55.94579881628475,-8.114356004443456]",Active,Description of the incident
cacd92eb-0605-4e85-aef1-5bc5c2d3f429,Vehicle-Charmi-123,2024-10-29 21:59:49.067,a9b10f34-192f-495e-b12a-3b8b691cf0f1,Accident,"[55.95532949883635,-8.131833218024344]",Active,Description of the incident
d510b497-8ab0-4eca-9bb9-556fd59b023c,Vehicle-Charmi-123,2024-10-29 22:00:26.067,fe5da9bf-e407-4156-9d83-ee2517b9b328,Fire,"[55.965114642332885,-8.14916004280201]",Active,Description of the incident
"12b892a1-2fb0-4cde-853c-026f0a8b6d43",Vehicle-Charmi-123,2024-10-29 19:19:38.067,ee6fd38c-9188-42dd-b553-c5cb2843ce36,Accident,"[53.86671337363223,-4.376979160500756]",Resolved,Description of the incident
"1d3ce421-d33a-4a7e-a860-733e4b16fa41",Vehicle-Charmi-123,2024-10-29 19:20:26.067,"59e2148c-c92d-446c-ab2b-acc848d3db5e",Accident,"[53.87685213059777,-4.394334330108178]",Active,Description of the incident
b3755b7c-3b71-4772-95cb-9512f6b668ad,Vehicle-Charmi-123,2024-10-29 19:21:16.067,"199441c8-c9d7-4b6f-b7ff-3db91be6ab65",Medical,"[53.88648694072245,-4.412140811429037]",Active,Description of the incident
"3d50ccdc-96a6-40c8-bec8-f8d07c741a43",Vehicle-Charmi-123,2024-10-29 19:22:00.067,"281984d3-29d7-449c-b25e-47fdec33facf",None,"[53.896495354310446,-4.430218663971304]",Active,Description of the incident
f78730fb-86dc-4543-a70e-b419315cfbbe,Vehicle-Charmi-123,2024-10-29 19:22:57.067,b29c3cf0-e5f7-4ca6-a87b-2fd98a5a63f9,None,"[53.90594601082219,-4.4482709545817425]",Active,Description of the incident
"87de1d57-2a63-42f8-817d-233e84e121df",Vehicle-Charmi-123,2024-10-29 19:23:55.067,a6c626ce-ed74-4ecd-87d6-eab174d84b3b,Fire,"[53.91557196140644,-4.465411678481601]",Resolved,Description of the incident
"0b48bc74-2add-4d20-b022-eff58b696124",Vehicle-Charmi-123,2024-10-29 21:00:40.067,"96f2ed48-3ee5-4c13-b5bc-4fd3f554dd0f",Police,"[55.18215751075184,-6.738920799398484]",Resolved,Description of the incident
"3a549b51-fa3f-471a-8498-09267fd97c17",Vehicle-Charmi-123,2024-10-29 21:01:19.067,e8605945-3c99-4222-8317-ce0684e017e2,Medical,"[55.191445706379696,-6.757012136496256]",Active,Description of the incident
c10bd0d0-db11-4721-99d9-a866552c646b,Vehicle-Charmi-123,2024-10-29 21:01:53.067,"3a5287f9-585a-4c5c-acb5-0e8020307264",Fire,"[55.20082799350723,-6.774677766690594]",Active,Description of the incident
"9c4f9cbb-e3e4-4562-b4fd-8414bdca68e2",Vehicle-Charmi-123,2024-10-29 21:02:28.067,f8ec1aef-ae40-495c-8eb3-b19d33ffbe00,Accident,"[55.210839574033976,-6.79201086249628]",Active,Description of the incident
a399d270-5fe5-4b27-b062-0ff8d597a022,Vehicle-Charmi-123,2024-10-29 21:03:26.067,"66635213-c200-4113-8433-9543733f3605",Police,"[55.2210494455305,-6.809802472851807]",Active,Description of the incident
"6caf035a-a870-4856-926c-dcd36558252c",Vehicle-Charmi-123,2024-10-29 21:04:13.067,c29ce884-0035-49e0-a1f4-92edbf716581,None,"[55.23064222892338,-6.8278872905996435]",Active,Description of the incident
"8c8e2324-050f-43a2-8495-f69df5985cc9",Vehicle-Charmi-123,2024-10-29 21:04:55.067,"33e095eb-9b4b-4c4d-b2ae-4ef9a13adc2b",Fire,"[55.24015231455153,-6.8457235075704865]",Active,Description of the incident
"46d6e401-3651-4d30-a55f-ec777f71492e",Vehicle-Charmi-123,2024-10-29 21:05:37.067,"9657d831-88a2-4cb3-a039-e846d5bae565",None,"[55.249921237053506,-6.863651399042768]",Active,Description of the incident
"8c59890f-33a6-4f24-8c18-00c9fc148377",Vehicle-Charmi-123,2024-10-29 21:06:18.067,"14576939-9b28-4298-820c-ab5994515c2f",Police,"[55.259321766924906,-6.8813638169903015]",Active,Description of the incident
"024b174c-f2ac-494a-9a87-eb514159c09c",Vehicle-Charmi-123,2024-10-29 20:22:06.067,"4eb8132c-254a-42c7-9123-1ead31b26a4c",Police,"[54.683519630904506,-5.838574068990544]",Active,Description of the incident
bbbe7541-ba8e-447e-a33e-9082384ed181,Vehicle-Charmi-123,2024-10-29 20:22:40.067,"8018d54a-24bc-4095-932e-e315e5798ce1",Accident,"[54.693026994719325,-5.856289302138636]",Active,Description of the incident
d15ec37c-6e9d-4585-ac85-9511c76f4c31,Vehicle-Charmi-123,2024-10-29 20:23:10.067,"30556d6c-b3b8-42aa-8ada-8396dadbafc0",None,"[54.702693206071444,-5.874283088940179]",Active,Description of the incident
"9b404094-afa0-472a-9ae0-bef2a8338095",Vehicle-Charmi-123,2024-10-29 20:24:04.067,"22cb611b-cb15-4f16-8391-94e6d7e4cb0a",Medical,"[54.71285895870919,-5.891877658990007]",Active,Description of the incident
aedc40f2-5e24-4c1c-a5ad-5640e76b1735,Vehicle-Charmi-123,2024-10-29 20:25:04.067,d409e5bb-3f28-41a2-9b84-124872e342f2,Accident,"[54.72284460151633,-5.909574702725529]",Resolved,Description of the incident
fa9b548c-1d68-4b2f-9518-2992794f3a09,Vehicle-Charmi-123,2024-10-29 20:25:42.067,afda63cd-1fa9-47eb-bc2d-f72d2ce094d4,Police,"[54.73273089386618,-5.9271569717035835]",Resolved,Description of the incident
b2db0341-3780-4b06-ac17-0c0c062fb3d2,Vehicle-Charmi-123,2024-10-29 20:26:30.067,"6c1b11ec-b3e3-4499-8b2a-7ea56491fba5",None,"[54.74212547708263,-5.944856900114504]",Resolved,Description of the incident
d782e507-dfa8-4953-86f1-c40b58a6158f,Vehicle-Charmi-123,2024-10-29 20:27:15.067,"130fa656-4138-4d52-8c45-5aa01fd60119",Police,"[54.75159219668046,-5.962423806284851]",Active,Description of the incident
ca0094d8-6335-476a-9564-b967d2c0edb0,Vehicle-Charmi-123,2024-10-29 20:28:10.067,"4aaeeb0a-f729-4b23-acf2-8111271ae829",Fire,"[54.76098047529801,-5.980041462741734]",Resolved,Description of the incident
"9e1ebef3-605a-45f4-9bd8-0e36ac353e22",Vehicle-Charmi-123,2024-10-29 20:28:42.067,a3b46ee0-d735-4bfd-a7ab-7c2507dbc727,None,"[54.77119433708581,-5.997732085307181]",Active,Description of the incident
"03c369a6-aa88-4a3c-981d-f3c5b99c6b48",Vehicle-Charmi-123,2024-10-29 20:29:32.067,d738f1f5-49f3-4fde-853f-09dd222bdf7a,None,"[54.78142805294365,-6.015037856572753]",Active,Description of the incident
b74b88c9-d5c8-44ea-8763-24ba9ef38662,Vehicle-Charmi-123,2024-10-29 20:30:22.067,"77f82f83-6d7e-479c-95ea-3adca8987e1a",Accident,"[54.791390077324664,-6.032804116574477]",Active,Description of the incident
"4bd3ac40-7aeb-4976-ae55-83c3081161df",Vehicle-Charmi-123,2024-10-29 20:16:21.067,f77c7444-f512-462c-9e2e-95f02d62032d,Accident,"[54.614819219914594,-5.714715456494656]",Active,Description of the incident
c3918afd-c8f0-4cfc-a67b-42806a021cb0,Vehicle-Charmi-123,2024-10-29 20:17:10.067,"4dc123e9-9819-4fdf-a666-c8dbb2186ea9",Police,"[54.624955201754695,-5.732034916437728]",Resolved,Description of the incident
f17eda11-53ab-46aa-a364-78413a7810aa,Vehicle-Charmi-123,2024-10-29 20:17:47.067,"16063af3-69e8-49fc-994d-34ffebb593ff",Accident,"[54.63428362158075,-5.749399444059894]",Active,Description of the incident
d2dc4628-e904-4fa8-9689-c4400206da79,Vehicle-Charmi-123,2024-10-29 20:18:39.067,"6fb2b0ac-8f7a-4d09-982a-43920832651a",None,"[54.644552211362814,-5.76720137294983]",Active,Description of the incident
"42981424-7cd1-47a8-9cde-824f5756f26b",Vehicle-Charmi-123,2024-10-29 20:19:38.067,"7a4e4378-71bd-4df3-b579-52996de6854c",Fire,"[54.654356874260365,-5.784951044168786]",Resolved,Description of the incident
c4fa1c83-05da-4960-b676-190d5f64526c,Vehicle-Charmi-123,2024-10-29 20:20:28.067,"0e7ab498-f012-4d7f-a71f-63c22fa1c1e2",Police,"[54.663810480082795,-5.802999955943045]",Resolved,Description of the incident
"5f962689-1c5e-43c4-87f6-ee523fa5e60b",Vehicle-Charmi-123,2024-10-29 20:21:24.067,"59e59174-0482-4bed-92d1-337389a2f259",Fire,"[54.67330918403385,-5.8209647096831825]",Resolved,Description of the incident
"563ea7c8-4788-42d5-993b-446feada972c",Vehicle-Charmi-123,2024-10-29 19:10:37.067,ac9a75b5-5090-4714-89c2-cc925890cf2b,None,"[53.73926594427616,-4.151034029570434]",Active,Description of the incident
fa5bd32a-51b6-4679-89f9-d0a31dbcd70e,Vehicle-Charmi-123,2024-10-29 19:11:11.067,fba4fde1-0a83-4320-9b75-7d19daaec874,Police,"[53.748768965065636,-4.1683034562992205]",Resolved,Description of the incident
a0d766b3-298a-457d-ac2f-21738b9ade0e,Vehicle-Charmi-123,2024-10-29 19:11:44.067,fae2ee59-71a6-4b02-9003-d57a316a5e7a,Police,"[53.75861291882718,-4.185879335407218]",Resolved,Description of the incident
"38029b6c-6e2b-44ac-86c2-2b167a50454c",Vehicle-Charmi-123,2024-10-29 22:00:59.067,"4394bf55-945a-4177-b42b-a7ca8dd2e729",Accident,"[55.97499572758593,-8.16695053907434]",Resolved,Description of the incident
"530384f7-ecb0-4943-ad00-997c42bfa3ab",Vehicle-Charmi-123,2024-10-29 22:01:44.067,"27b7cd39-a382-4fa9-8182-13c0cfb27ec1",Fire,"[55.985061389223574,-8.185060908748072]",Active,Description of the incident
"310812ac-4f5e-416e-9652-a54988922de4",Vehicle-Charmi-123,2024-10-29 22:02:27.067,a890b321-cc67-4bef-97d3-e958f3b43a58,Medical,"[55.99498921492731,-8.20266382188394]",Resolved,Description of the incident
e358f1cf-738c-4a34-a391-93c85c3a1440,Vehicle-Charmi-123,2024-10-29 22:03:03.067,a7661d88-da7e-4b74-9f63-7b721749fe6d,Fire,"[56.004696000797416,-8.22023211148047]",Resolved,Description of the incident
"0bb3f27e-0e30-4e94-b4c1-d68d2f666df9",Vehicle-Charmi-123,2024-10-29 22:03:37.067,"753994da-9060-4f0c-8222-a51eb2a92d3b",Fire,"[56.01403706981669,-8.238245432358108]",Resolved,Description of the incident
"27a25d02-29b6-4b8e-b373-40f289e4516f",Vehicle-Charmi-123,2024-10-29 22:04:35.067,"122701c2-0c62-4c72-a996-d6a1826c2ea5",Fire,"[56.023576451596405,-8.255754613007648]",Resolved,Description of the incident
"05ec3289-6471-4f21-8504-b6cf77890d7d",Vehicle-Charmi-123,2024-10-29 22:05:11.067,d559f12d-3f84-4926-8fae-4172588a32de,Police,"[56.03345715825867,-8.273554640693327]",Active,Description of the incident
"16567fdb-289f-47c5-a8b3-2797c7ec1409",Vehicle-Charmi-123,2024-10-29 22:05:42.067,"8822bdeb-7e96-4073-932c-8fa8f999105c",Medical,"[56.042818687975036,-8.291095548435734]",Resolved,Description of the incident
