"id","deviceid","timestamp","location","cameraid","snapshot"
"9ca284a0-aa80-4cc1-9519-777990a28320",Vehicle-Charmi-123,2024-10-29 16:29:57.067,"[51.64420116505342,-0.37638614926382447]",Nikon-Cam123,Base64EncodedString
"2712ee88-28f5-4a8f-a3ad-a726b625f0d4",Vehicle-Charmi-123,2024-10-29 16:30:50.067,"[51.653912743676436,-0.3940451245957878]",Nikon-Cam123,Base64EncodedString
"8defdf28-2d86-4e03-b53b-d288225b7df8",Vehicle-Charmi-123,2024-10-29 16:31:34.067,"[51.66334092597353,-0.4119876365600006]",Nikon-Cam123,Base64EncodedString
e445d943-d78b-4c2e-a719-2e06b08f2130,Vehicle-Charmi-123,2024-10-29 16:32:31.067,"[51.67303534003148,-0.4296322781420296]",Nikon-Cam123,Base64EncodedString
c3d16d83-e36c-46f8-97e8-9dc974fba9ad,Vehicle-Charmi-123,2024-10-29 16:33:31.067,"[51.68247813685676,-0.447461570316535]",Nikon-Cam123,Base64EncodedString
c53fd164-4c9b-4848-a5d8-8c2d15a085dd,Vehicle-Charmi-123,2024-10-29 16:34:06.067,"[51.69272691576003,-0.46550745885129446]",Nikon-Cam123,Base64EncodedString
"66b8c69a-d210-4745-bcae-ca956f38a509",Vehicle-Charmi-123,2024-10-29 16:34:52.067,"[51.70243414067537,-0.4830497865620032]",Nikon-Cam123,Base64EncodedString
"4572c4dc-8292-400e-8a58-52d814e1e32a",Vehicle-Charmi-123,2024-10-29 16:35:40.067,"[51.711731456132256,-0.5005546273065101]",Nikon-Cam123,Base64EncodedString
"5b7cac3f-646a-4534-892e-372ccb089e39",Vehicle-Charmi-123,2024-10-29 16:36:19.067,"[51.72145764070526,-0.5181374093442486]",Nikon-Cam123,Base64EncodedString
"30840f46-eea1-4fa5-a4dc-9557638f8609",Vehicle-Charmi-123,2024-10-29 16:37:06.067,"[51.73086106937568,-0.5361563733665392]",Nikon-Cam123,Base64EncodedString
"76404100-cda9-40be-b86f-eeef3a33758a",Vehicle-Charmi-123,2024-10-29 16:37:37.067,"[51.740783353822984,-0.553453025277167]",Nikon-Cam123,Base64EncodedString
b7cf88e2-79c0-4600-9da2-c0760a967a7f,Vehicle-Charmi-123,2024-10-29 16:38:11.067,"[51.751016404762034,-0.5708880056534111]",Nikon-Cam123,Base64EncodedString
"3efea4c8-b3da-4fc4-a719-2f5d31a2bdb8",Vehicle-Charmi-123,2024-10-29 16:38:44.067,"[51.760514481300376,-0.5887644759141882]",Nikon-Cam123,Base64EncodedString
"6454b12e-0b21-4bd0-85e1-5a1072d559ba",Vehicle-Charmi-123,2024-10-29 16:39:24.067,"[51.76982726766227,-0.6061539114424331]",Nikon-Cam123,Base64EncodedString
"39f09acd-0bda-4929-b83f-2fab5b41958c",Vehicle-Charmi-123,2024-10-29 16:40:05.067,"[51.7793148404923,-0.6233614595412037]",Nikon-Cam123,Base64EncodedString
"2d95c88b-4015-4646-9b12-fa44acbcae2f",Vehicle-Charmi-123,2024-10-29 16:41:01.067,"[51.78924432223091,-0.6410877811568436]",Nikon-Cam123,Base64EncodedString
"4d98e111-7da2-4e04-9486-5442d0f6170a",Vehicle-Charmi-123,2024-10-29 16:41:50.067,"[51.79926086729156,-0.6589001038426486]",Nikon-Cam123,Base64EncodedString
"462aca96-ae6e-48f4-9066-9508c5a0b54a",Vehicle-Charmi-123,2024-10-29 16:42:41.067,"[51.80891308876334,-0.6769561300315223]",Nikon-Cam123,Base64EncodedString
"5f77e6db-ab38-45d6-9479-c3462c08b923",Vehicle-Charmi-123,2024-10-29 16:43:32.067,"[51.81875550124101,-0.6948902899385322]",Nikon-Cam123,Base64EncodedString
"10bca5c6-2e4e-417d-b8a2-15f642c9fa78",Vehicle-Charmi-123,2024-10-29 16:44:08.067,"[51.82850848943126,-0.7125741301392274]",Nikon-Cam123,Base64EncodedString
d9ed8c51-f192-4eeb-b82f-b52ab7fa47ae,Vehicle-Charmi-123,2024-10-29 16:44:44.067,"[51.838469285101816,-0.7304754894732302]",Nikon-Cam123,Base64EncodedString
"09749b42-733f-48ab-97dc-12f34c3db51f",Vehicle-Charmi-123,2024-10-29 16:45:36.067,"[51.848156937964696,-0.7484539181281389]",Nikon-Cam123,Base64EncodedString
"922bf177-268d-40bb-9312-8a1c8c2e9654",Vehicle-Charmi-123,2024-10-29 16:46:09.067,"[51.85800234375873,-0.7656624481136834]",Nikon-Cam123,Base64EncodedString
"28d607a2-72a2-4fec-8270-91f3cfb87fab",Vehicle-Charmi-123,2024-10-29 16:47:07.067,"[51.86812091292845,-0.7832405761630726]",Nikon-Cam123,Base64EncodedString
"0e1d2db1-32bb-4b5d-ace8-2035dfd68ca5",Vehicle-Charmi-123,2024-10-29 16:47:44.067,"[51.877848785521714,-0.8006530313004616]",Nikon-Cam123,Base64EncodedString
"32a6ea69-36f2-4c80-b6e6-99255224b1a5",Vehicle-Charmi-123,2024-10-29 16:48:15.067,"[51.887467666912755,-0.8183131069971105]",Nikon-Cam123,Base64EncodedString
"7afabd89-7633-4337-b881-89fac553feb2",Vehicle-Charmi-123,2024-10-29 16:49:15.067,"[51.89750914203781,-0.8355856590465414]",Nikon-Cam123,Base64EncodedString
"01a6eae2-e0e7-4bae-9960-11febbf29cad",Vehicle-Charmi-123,2024-10-29 16:50:04.067,"[51.907637647700874,-0.8527921174258725]",Nikon-Cam123,Base64EncodedString
"7e41ac32-a3d5-4c81-83e5-ca874cef5127",Vehicle-Charmi-123,2024-10-29 16:50:44.067,"[51.917253000367815,-0.870463418100856]",Nikon-Cam123,Base64EncodedString
a482120f-e07d-46ec-97a8-12671923d5d9,Vehicle-Charmi-123,2024-10-29 16:51:34.067,"[51.92719114446106,-0.8878081850512451]",Nikon-Cam123,Base64EncodedString
"30f54604-cd90-4ccc-ac1e-65a613144e8c",Vehicle-Charmi-123,2024-10-29 16:52:09.067,"[51.93717860943231,-0.905167286952889]",Nikon-Cam123,Base64EncodedString
d2b1b042-16aa-4f6a-b3e0-1edd6827408a,Vehicle-Charmi-123,2024-10-29 16:52:57.067,"[51.94740808003085,-0.9230949571757973]",Nikon-Cam123,Base64EncodedString
"50003312-cc85-4b35-a85a-e1b6ddd7d9d6",Vehicle-Charmi-123,2024-10-29 16:53:29.067,"[51.95722882527616,-0.9405594358351099]",Nikon-Cam123,Base64EncodedString
"5b5d858e-6794-4d7d-aea4-e1e1d3f1eb78",Vehicle-Charmi-123,2024-10-29 16:54:19.067,"[51.966692962237246,-0.9581636890881715]",Nikon-Cam123,Base64EncodedString
c38931cb-9d91-4a35-a749-f843027f4643,Vehicle-Charmi-123,2024-10-29 16:55:13.067,"[51.97625989048644,-0.9758388870879777]",Nikon-Cam123,Base64EncodedString
b805a135-f215-4fe9-bc63-073194546a35,Vehicle-Charmi-123,2024-10-29 16:56:11.067,"[51.98582754897448,-0.9933687320800403]",Nikon-Cam123,Base64EncodedString
beb6fb52-efad-43d3-87eb-fea1f2fed22d,Vehicle-Charmi-123,2024-10-29 16:56:50.067,"[51.995563723524064,-1.0114774888206919]",Nikon-Cam123,Base64EncodedString
"538f16ae-e4fa-497b-8039-df75cfd84912",Vehicle-Charmi-123,2024-10-29 16:57:28.067,"[52.00555457846625,-1.0293325723937157]",Nikon-Cam123,Base64EncodedString
"58168118-a0aa-42e2-a83c-1ddcde46a863",Vehicle-Charmi-123,2024-10-29 16:58:07.067,"[52.01582308909671,-1.0466259440303884]",Nikon-Cam123,Base64EncodedString
"07f2517c-9eac-4366-8bc1-a4bfcbbf17ee",Vehicle-Charmi-123,2024-10-29 16:58:46.067,"[52.025213676743505,-1.064739678627013]",Nikon-Cam123,Base64EncodedString
"46e8a35b-7488-4245-93b3-a47f4630461f",Vehicle-Charmi-123,2024-10-29 16:59:20.067,"[52.035078697899976,-1.0821792276087567]",Nikon-Cam123,Base64EncodedString
"88f5c7ec-5d67-491c-b1ec-23e9005d2513",Vehicle-Charmi-123,2024-10-29 17:00:17.067,"[52.04481721236487,-1.0998625066047374]",Nikon-Cam123,Base64EncodedString
"8fe6570e-ed51-4d7c-8e7d-2de67ebf6b90",Vehicle-Charmi-123,2024-10-29 17:00:52.067,"[52.05476564050206,-1.1178314495113564]",Nikon-Cam123,Base64EncodedString
"0c2f90ab-ea73-473e-99eb-235bd2735ca5",Vehicle-Charmi-123,2024-10-29 17:01:47.067,"[52.06474102542213,-1.1350335384668737]",Nikon-Cam123,Base64EncodedString
"9aee6e34-4871-4d38-be07-f615e1de7c38",Vehicle-Charmi-123,2024-10-29 17:02:36.067,"[52.074088663461644,-1.1523669099006413]",Nikon-Cam123,Base64EncodedString
"5741f3ce-d4cb-4a22-a7a2-5418e6d87d7b",Vehicle-Charmi-123,2024-10-29 17:03:34.067,"[52.08381442232522,-1.1698948732386]",Nikon-Cam123,Base64EncodedString
"43160376-f752-48a9-a67e-86829a53a108",Vehicle-Charmi-123,2024-10-29 17:04:09.067,"[52.093678669309824,-1.1872577642344282]",Nikon-Cam123,Base64EncodedString
a44eb52c-daad-4ba1-b186-f02648a9b1af,Vehicle-Charmi-123,2024-10-29 17:04:42.067,"[52.10337501740325,-1.2050627059784715]",Nikon-Cam123,Base64EncodedString
"38ca4f8d-fd51-42e5-b8eb-50c5286a03d6",Vehicle-Charmi-123,2024-10-29 17:05:36.067,"[52.1129154162542,-1.2230727843770406]",Nikon-Cam123,Base64EncodedString
"7fd2d7db-a5e6-48bc-9aac-b1c4ba9f3e98",Vehicle-Charmi-123,2024-10-29 17:06:35.067,"[52.12240697449255,-1.2406495647379552]",Nikon-Cam123,Base64EncodedString
"7e5008fe-87b6-4008-8810-65e3be2423e4",Vehicle-Charmi-123,2024-10-29 17:07:31.067,"[52.1322472259016,-1.2586823555366735]",Nikon-Cam123,Base64EncodedString
b80a070d-c6a5-4e27-8d5a-0a2d5b2722da,Vehicle-Charmi-123,2024-10-29 17:08:13.067,"[52.14177895680768,-1.276257090459793]",Nikon-Cam123,Base64EncodedString
"5389198e-2675-4d91-b6f1-0fbdb778ef7f",Vehicle-Charmi-123,2024-10-29 17:08:52.067,"[52.151887506280865,-1.29410025147651]",Nikon-Cam123,Base64EncodedString
"11db42a8-227e-497e-837c-b21450f49a34",Vehicle-Charmi-123,2024-10-29 17:09:44.067,"[52.16210835853658,-1.311356649793276]",Nikon-Cam123,Base64EncodedString
b5974118-b075-451d-b473-2790b3f2d9bd,Vehicle-Charmi-123,2024-10-29 17:10:30.067,"[52.171891687186196,-1.3294456301819304]",Nikon-Cam123,Base64EncodedString
"5be89426-9c8b-41b9-8f5e-4043afd2953a",Vehicle-Charmi-123,2024-10-29 17:11:10.067,"[52.18164917778718,-1.346602426551356]",Nikon-Cam123,Base64EncodedString
c3e26240-dd8d-4697-81e9-e537e7cfa235,Vehicle-Charmi-123,2024-10-29 17:12:01.067,"[52.191554637248785,-1.364493656308254]",Nikon-Cam123,Base64EncodedString
"46d001e1-612b-4c09-b4bb-97557468bff8",Vehicle-Charmi-123,2024-10-29 17:12:56.067,"[52.201746061310836,-1.3825736653395766]",Nikon-Cam123,Base64EncodedString
"2a732562-3d99-49ed-ac05-e038e389d805",Vehicle-Charmi-123,2024-10-29 17:13:55.067,"[52.21165377167937,-1.40045883554772]",Nikon-Cam123,Base64EncodedString
"655cf9e3-8458-46d6-ac66-586c0f9167bc",Vehicle-Charmi-123,2024-10-29 17:14:43.067,"[52.221015633579654,-1.4176395999127853]",Nikon-Cam123,Base64EncodedString
"8bde11d5-70bf-497d-993a-03ceecdbfe75",Vehicle-Charmi-123,2024-10-29 17:15:35.067,"[52.230875556272004,-1.4351907879826067]",Nikon-Cam123,Base64EncodedString
a1ae5bb2-762e-459e-92bb-ce91c2b88cec,Vehicle-Charmi-123,2024-10-29 17:16:29.067,"[52.24099639517168,-1.4524138530641568]",Nikon-Cam123,Base64EncodedString
"4c61c205-9c95-4624-8825-8452e5fb8cda",Vehicle-Charmi-123,2024-10-29 17:17:08.067,"[52.25118779887575,-1.4698935124552661]",Nikon-Cam123,Base64EncodedString
"07a1791e-7b3c-495a-862e-d02a0c3e08fe",Vehicle-Charmi-123,2024-10-29 17:18:04.067,"[52.26100665124945,-1.4871060254807844]",Nikon-Cam123,Base64EncodedString
"838e92e4-d1c6-421d-92b2-fb62f114571d",Vehicle-Charmi-123,2024-10-29 17:18:46.067,"[52.27115479184635,-1.5045078087687087]",Nikon-Cam123,Base64EncodedString
"87c0dd5a-95cb-43f2-a1ab-656b9565b781",Vehicle-Charmi-123,2024-10-29 17:19:19.067,"[52.28126520914758,-1.521693516876929]",Nikon-Cam123,Base64EncodedString
"250b63dc-9fc5-413a-a528-e7f8942aca13",Vehicle-Charmi-123,2024-10-29 17:19:50.067,"[52.290669885084306,-1.5397741700659155]",Nikon-Cam123,Base64EncodedString
"16b15fb6-66ee-4de9-bdad-d3f835c6f17e",Vehicle-Charmi-123,2024-10-29 17:20:48.067,"[52.30054522542986,-1.5571735709153582]",Nikon-Cam123,Base64EncodedString
"96c774c3-793c-42d5-a6a5-fc4dc657c9b5",Vehicle-Charmi-123,2024-10-29 17:21:39.067,"[52.31068867562316,-1.5752002162907521]",Nikon-Cam123,Base64EncodedString
"59f0f33c-1c8f-4d17-88da-1e927f5e9ddd",Vehicle-Charmi-123,2024-10-29 17:22:28.067,"[52.32063944436123,-1.592684511823519]",Nikon-Cam123,Base64EncodedString
"9fa882af-2b6a-4f79-b050-9cea5f3af3e4",Vehicle-Charmi-123,2024-10-29 17:23:22.067,"[52.33074049734235,-1.6105775131444728]",Nikon-Cam123,Base64EncodedString
"90596ae7-9243-43bc-865d-35f80c3d1dea",Vehicle-Charmi-123,2024-10-29 17:23:59.067,"[52.34004335766958,-1.627913528480238]",Nikon-Cam123,Base64EncodedString
ae9b5e58-ac73-435c-b210-905b58033746,Vehicle-Charmi-123,2024-10-29 17:24:48.067,"[52.349783363089486,-1.6458179787238196]",Nikon-Cam123,Base64EncodedString
"1cc3be0b-8ecf-43b6-bd93-0ea402ad3431",Vehicle-Charmi-123,2024-10-29 17:25:47.067,"[52.35975746058555,-1.6634537098696753]",Nikon-Cam123,Base64EncodedString
df11b4cd-7db2-43e4-a58d-3b4be667e827,Vehicle-Charmi-123,2024-10-29 17:26:31.067,"[52.37004008834141,-1.681049153032244]",Nikon-Cam123,Base64EncodedString
"0d045e66-4d85-4ce3-89c4-ad473b00a9ab",Vehicle-Charmi-123,2024-10-29 17:27:11.067,"[52.37977964325738,-1.6989466594578793]",Nikon-Cam123,Base64EncodedString
d028151f-8ca6-4840-8afa-e3e6cd44b205,Vehicle-Charmi-123,2024-10-29 17:27:54.067,"[52.38915886804575,-1.7169872951005476]",Nikon-Cam123,Base64EncodedString
c62ca3cf-94c9-4ada-876a-8793ecfa423f,Vehicle-Charmi-123,2024-10-29 17:28:54.067,"[52.399314960194616,-1.7343922344218015]",Nikon-Cam123,Base64EncodedString
"68407325-4ed7-44af-9469-d40989bb740a",Vehicle-Charmi-123,2024-10-29 17:29:31.067,"[52.40871784550815,-1.7522396662093065]",Nikon-Cam123,Base64EncodedString
"58c0c333-dd7f-4844-baa9-62fb91cbdad7",Vehicle-Charmi-123,2024-10-29 17:30:06.067,"[52.418927383029185,-1.7700146427885695]",Nikon-Cam123,Base64EncodedString
"2a7b8bf5-2a3d-49a6-b9da-c6fa55bb6dfe",Vehicle-Charmi-123,2024-10-29 17:30:45.067,"[52.42866902881986,-1.7879832335127244]",Nikon-Cam123,Base64EncodedString
"62febbdc-8483-4eae-9c5e-67521fa3dc05",Vehicle-Charmi-123,2024-10-29 17:31:34.067,"[52.43840014179419,-1.8056852187396113]",Nikon-Cam123,Base64EncodedString
"1751e770-99b8-46a8-8415-eedfd6347a3c",Vehicle-Charmi-123,2024-10-29 17:32:23.067,"[52.447733559156795,-1.8234159553435236]",Nikon-Cam123,Base64EncodedString
"4ddc6b4c-1e10-4635-b417-89e0b5fd00d1",Vehicle-Charmi-123,2024-10-29 17:33:00.067,"[52.45715074485855,-1.841009372995656]",Nikon-Cam123,Base64EncodedString
"25194e12-bca2-48e7-8e7a-104386831434",Vehicle-Charmi-123,2024-10-29 17:33:52.067,"[52.46701450401929,-1.85856197331477]",Nikon-Cam123,Base64EncodedString
"801bf466-b8ac-4efd-b688-ce0eeffb5711",Vehicle-Charmi-123,2024-10-29 17:34:35.067,"[52.47673921579886,-1.8765821101813744]",Nikon-Cam123,Base64EncodedString
"8830fda0-c823-4dfb-9f23-f8900bfa4b10",Vehicle-Charmi-123,2024-10-29 17:35:28.067,"[52.48693313853044,-1.894358734915902]",Nikon-Cam123,Base64EncodedString
b03b1cd1-e7f5-44b4-b91b-f90c453fadd0,Vehicle-Charmi-123,2024-10-29 17:36:12.067,"[52.49717243067102,-1.9118567861437834]",Nikon-Cam123,Base64EncodedString
ea87e0b1-0da6-455b-89b2-8aea6e5e78be,Vehicle-Charmi-123,2024-10-29 17:36:53.067,"[52.507256760350174,-1.9293913663869524]",Nikon-Cam123,Base64EncodedString
"79a67cb8-d28b-4181-a165-5e5a3d9101e4",Vehicle-Charmi-123,2024-10-29 17:37:48.067,"[52.5170074720091,-1.946963050015614]",Nikon-Cam123,Base64EncodedString
"9cd8b92b-d1ba-424d-9d71-60fa8be59d28",Vehicle-Charmi-123,2024-10-29 17:38:38.067,"[52.52727785759019,-1.9650047208835895]",Nikon-Cam123,Base64EncodedString
dc9cc36b-62f4-4e96-bd01-38620d46edb7,Vehicle-Charmi-123,2024-10-29 17:39:09.067,"[52.53734032237877,-1.9824518231630297]",Nikon-Cam123,Base64EncodedString
"1f630444-4b24-493f-98d8-717a7c064b3f",Vehicle-Charmi-123,2024-10-29 17:39:43.067,"[52.54696168441483,-1.9999950836484435]",Nikon-Cam123,Base64EncodedString
df438df1-4a7d-4f71-9444-45b46bcdc364,Vehicle-Charmi-123,2024-10-29 17:40:36.067,"[52.556919800814825,-2.017292124675549]",Nikon-Cam123,Base64EncodedString
cfadd88a-0459-485e-8b32-7d03258c6fff,Vehicle-Charmi-123,2024-10-29 17:41:10.067,"[52.56639980604849,-2.0344181480544457]",Nikon-Cam123,Base64EncodedString
f1d46f04-9b37-4784-bac7-f8a05d0f7643,Vehicle-Charmi-123,2024-10-29 17:41:59.067,"[52.57586865201566,-2.0518513024135845]",Nikon-Cam123,Base64EncodedString
"5fd8bb4d-26ff-415d-b042-1dcc07acfb5e",Vehicle-Charmi-123,2024-10-29 17:42:54.067,"[52.58569066316536,-2.0696678345170216]",Nikon-Cam123,Base64EncodedString
"1e18d473-1e9a-4e69-93c9-a915a2d194f9",Vehicle-Charmi-123,2024-10-29 17:43:32.067,"[52.59577992238951,-2.087655435982418]",Nikon-Cam123,Base64EncodedString
"951acdeb-f571-4c1d-895a-b1e721d974ea",Vehicle-Charmi-123,2024-10-29 17:44:28.067,"[52.60551724160989,-2.105268083244489]",Nikon-Cam123,Base64EncodedString
"4a7e4bd8-a9cf-4124-8ae3-510df2a51583",Vehicle-Charmi-123,2024-10-29 17:45:05.067,"[52.615191407727934,-2.123312477807278]",Nikon-Cam123,Base64EncodedString
"496ac4fd-a361-41f6-beb6-5257f46c8a0b",Vehicle-Charmi-123,2024-10-29 17:45:37.067,"[52.624928009201916,-2.141433226608972]",Nikon-Cam123,Base64EncodedString
"28108add-1649-4e6d-9f48-53a8b4912a01",Vehicle-Charmi-123,2024-10-29 17:46:22.067,"[52.634278816352925,-2.158722538888367]",Nikon-Cam123,Base64EncodedString
ac4d41ad-3cfe-4002-b009-aa1917daf182,Vehicle-Charmi-123,2024-10-29 17:47:08.067,"[52.643754130264725,-2.176180323985447]",Nikon-Cam123,Base64EncodedString
"9c3fbe19-4139-485b-baf8-a49b87522994",Vehicle-Charmi-123,2024-10-29 17:47:45.067,"[52.65339922414124,-2.194238764427705]",Nikon-Cam123,Base64EncodedString
cf6bcc8f-f9c0-4738-8211-cc9f30412b39,Vehicle-Charmi-123,2024-10-29 17:48:17.067,"[52.663318959989,-2.2115532667458573]",Nikon-Cam123,Base64EncodedString
"73626cd2-4317-4201-b3c8-740a2089b6d7",Vehicle-Charmi-123,2024-10-29 17:48:55.067,"[52.6735960826913,-2.229136236048203]",Nikon-Cam123,Base64EncodedString
"7bc708a1-0109-4f14-bba6-e4d3be39fc5d",Vehicle-Charmi-123,2024-10-29 17:49:30.067,"[52.683778720186254,-2.2468755912799425]",Nikon-Cam123,Base64EncodedString
e69e5e56-8a34-4567-946c-e6ef7e66d9f7,Vehicle-Charmi-123,2024-10-29 17:50:21.067,"[52.69338793161447,-2.2649215223688675]",Nikon-Cam123,Base64EncodedString
"829e7ed1-ef3e-4032-8938-9ecfc381e35a",Vehicle-Charmi-123,2024-10-29 17:51:21.067,"[52.702950486974544,-2.282067495089673]",Nikon-Cam123,Base64EncodedString
"3b16ddf2-5f41-4269-9013-47aaadf7aa53",Vehicle-Charmi-123,2024-10-29 17:52:02.067,"[52.7123057203376,-2.299414979716166]",Nikon-Cam123,Base64EncodedString
cd0fa3fd-6520-4d95-8342-aad2a210c89f,Vehicle-Charmi-123,2024-10-29 17:52:52.067,"[52.72212318021914,-2.3171429456702137]",Nikon-Cam123,Base64EncodedString
d5d6fc3b-0026-4ed8-ae4b-04025e7dee29,Vehicle-Charmi-123,2024-10-29 17:53:44.067,"[52.73162575064457,-2.33465706848745]",Nikon-Cam123,Base64EncodedString
d5e5474a-9836-4abb-9149-dcd457f1e678,Vehicle-Charmi-123,2024-10-29 17:54:23.067,"[52.74162329113139,-2.352233071339963]",Nikon-Cam123,Base64EncodedString
b7d188ca-ead6-488d-b13f-0711936da64c,Vehicle-Charmi-123,2024-10-29 17:55:10.067,"[52.7517016641922,-2.3703327873131546]",Nikon-Cam123,Base64EncodedString
a79ebfc7-b7bb-4d29-8967-879382d8a2e4,Vehicle-Charmi-123,2024-10-29 17:55:42.067,"[52.76175882874257,-2.387635447913646]",Nikon-Cam123,Base64EncodedString
"14f03942-d947-4878-babd-8ff568926801",Vehicle-Charmi-123,2024-10-29 17:56:28.067,"[52.77181461037993,-2.405632414955849]",Nikon-Cam123,Base64EncodedString
"8d4c9e02-8ab5-4289-9789-d3de9c482c17",Vehicle-Charmi-123,2024-10-29 17:57:18.067,"[52.781948544086084,-2.4235078096468667]",Nikon-Cam123,Base64EncodedString
ba9e9171-2435-4791-9727-d98cd1882c01,Vehicle-Charmi-123,2024-10-29 17:58:14.067,"[52.792079074090196,-2.4410701916124355]",Nikon-Cam123,Base64EncodedString
"1789c24f-84b0-4fb3-ad24-a85a33cb7e7e",Vehicle-Charmi-123,2024-10-29 17:58:51.067,"[52.8020089813795,-2.458894097499481]",Nikon-Cam123,Base64EncodedString
"0b8b0d49-11df-4e19-822c-743b294ef7b4",Vehicle-Charmi-123,2024-10-29 17:59:44.067,"[52.81160956387875,-2.4763017346143683]",Nikon-Cam123,Base64EncodedString
"86d5b299-37a0-4428-a1dd-4adbd1d13220",Vehicle-Charmi-123,2024-10-29 18:00:44.067,"[52.82103844151376,-2.494377129322568]",Nikon-Cam123,Base64EncodedString
"2e5ac1f3-c2b1-48f5-8b17-7886d524d87c",Vehicle-Charmi-123,2024-10-29 18:01:42.067,"[52.831322410924855,-2.5120363142048303]",Nikon-Cam123,Base64EncodedString
"5fc1a138-fcb4-44be-8114-fd0ab399e8ca",Vehicle-Charmi-123,2024-10-29 18:02:15.067,"[52.8408961593063,-2.530154136798883]",Nikon-Cam123,Base64EncodedString
bf7a243d-ae4a-47f0-8a39-c34be64bdf13,Vehicle-Charmi-123,2024-10-29 18:03:09.067,"[52.85025769105604,-2.5477758812697595]",Nikon-Cam123,Base64EncodedString
"9307e023-e1df-44d7-b7c0-2cf8c5569ebd",Vehicle-Charmi-123,2024-10-29 18:03:55.067,"[52.86030065622834,-2.565702823388207]",Nikon-Cam123,Base64EncodedString
"72c38352-4b21-4208-be0c-f81dd8192ee5",Vehicle-Charmi-123,2024-10-29 18:04:37.067,"[52.870520024963874,-2.5835102933564476]",Nikon-Cam123,Base64EncodedString
a9d50a8d-b872-4d85-b3e3-9d2c58bb4017,Vehicle-Charmi-123,2024-10-29 18:05:20.067,"[52.88017638277374,-2.6009624869639745]",Nikon-Cam123,Base64EncodedString
ce94ec82-663b-442f-8fa0-92739fe40ee0,Vehicle-Charmi-123,2024-10-29 18:05:55.067,"[52.890185782886036,-2.618504963686927]",Nikon-Cam123,Base64EncodedString
"5457dfb8-e1f0-4189-8a67-69b2950bc1ff",Vehicle-Charmi-123,2024-10-29 18:06:29.067,"[52.89949272025354,-2.636317271203481]",Nikon-Cam123,Base64EncodedString
"5a2521d1-ac79-4e14-a5fd-9aa370f1f0d4",Vehicle-Charmi-123,2024-10-29 18:07:11.067,"[52.90977884312195,-2.6539649002201378]",Nikon-Cam123,Base64EncodedString
c2d613f6-2625-47c8-9c86-334f83e7c67b,Vehicle-Charmi-123,2024-10-29 18:07:58.067,"[52.91925910729108,-2.67184438108461]",Nikon-Cam123,Base64EncodedString
"54ac853e-f416-44fd-86ea-e8b229906238",Vehicle-Charmi-123,2024-10-29 18:08:45.067,"[52.92883489666658,-2.6893969042807364]",Nikon-Cam123,Base64EncodedString
